Final Classification,Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,,state,street address,Zip,XCoord,YCoord
Assault,18-039966,2019-01,8/24/18 21:54, , , ,-1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5621,ENRIGHT,48, , ,5629,ENRIGHT,St. Louis,MO,"5629 ENRIGHT, St. Louis, MO",63101,894650.3,1002194
Assault,18-047140,2019-01,10/3/18 18:30,Y, , ,1, ,41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4005,S GRAND BLVD,16, , ,3661,LIERMANN,St. Louis,MO,"3661 LIERMANN, St. Louis, MO",63101,900676.3,1022101
Assault,18-047140,2019-01,10/3/18 18:30,Y, , ,1, ,41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4005,S GRAND BLVD,16, , ,3661,LIERMANN,St. Louis,MO,"3661 LIERMANN, St. Louis, MO",63101,892933.4,1038924
Assault,18-057095,2019-01,12/2/18 17:38,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4900,UNION BLVD,71, ,4900 BLOCK, , ,St. Louis,MO,"   , St. Louis, MO",63101,907024.3,1017619
Assault,18-060487,2019-01,12/23/18 11:50,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,10800,LOOKAWAY DR,75, , ,10800,LOOKAWAY,St. Louis,MO,"10800 LOOKAWAY, St. Louis, MO",63137,897445.8,1003246
Assault,19-000005,2019-01,1/1/19 0:01,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,713,BIDDLE ST,62, , ,713,BIDDLE,St. Louis,MO,"713 BIDDLE, St. Louis, MO",63101,887231.2,1043366
Assault,19-000008,2019-01,1/1/19 0:13,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3211,UNIVERSITY ST,59, , ,3211,UNIVERSITY,St. Louis,MO,"3211 UNIVERSITY, St. Louis, MO",63106,0,0
Assault,19-000008,2019-01,1/1/19 0:13,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3211,UNIVERSITY ST,59, , ,3211,UNIVERSITY,St. Louis,MO,"3211 UNIVERSITY, St. Louis, MO",63106,0,0
Assault,19-000019,2019-01,1/1/19 1:28,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1800,LOCUST ST,36, , , , ,St. Louis,MO,"   , St. Louis, MO",63101,883184.1,1033624
Assault,19-000021,2019-01,1/1/19 1:31,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,721,N TUCKER BLVD,36, , ,721,TUCKER,St. Louis,MO,"721 TUCKER, St. Louis, MO",63141,884675.9,1030679
Assault,19-000021,2019-01,1/1/19 1:31,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,721,N TUCKER BLVD,36, , ,721,TUCKER,St. Louis,MO,"721 TUCKER, St. Louis, MO",63141,907212.4,1020338
Assault,19-000036,2019-01,1/1/19 2:55,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,8551,N BROADWAY,74, , , , ,St. Louis,MO,"   , St. Louis, MO",63101,908201.1,1022280
Assault,19-000060,2019-01,1/1/19 8:40,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,851,GOODFELLOW BLVD,48, , ,851,GOODFELLOW,St. Louis,MO,"851 GOODFELLOW, St. Louis, MO",63112,890079.4,1033431
Assault,19-000121,2019-01,1/1/19 15:03,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3000,LOCUST ST,37, ,IN STREET,2933,LOCUST,St. Louis,MO,"2933 LOCUST, St. Louis, MO",63103,905327.5,1019532
Assault,19-000148,2019-01,1/1/19 16:00,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,N NEWSTEAD AVE / PENROSE ST,68, , ,4444,PENROSE,St. Louis,MO,"4444 PENROSE, St. Louis, MO",63115,909758.9,1019796
Assault,19-000171,2019-01,1/1/19 23:07,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2051,E DE SOTO AVE,66, , ,2051,DE SOTO,St. Louis,MO,"2051 DE SOTO, St. Louis, MO",63107,0,0
Assault,19-000171,2019-01,1/1/19 23:07,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2051,E DE SOTO AVE,66, , ,2051,DE SOTO,St. Louis,MO,"2051 DE SOTO, St. Louis, MO",63107,877216.3,1006444
Assault,19-000208,2019-01,1/2/19 9:25,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,LILLIAN AVE / WREN AVE,72, ,INTERSECTION, , ,St. Louis,MO,"   , St. Louis, MO",63101,895987.1,1018872
Assault,19-000208,2019-01,1/2/19 9:25,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,LILLIAN AVE / WREN AVE,72, ,INTERSECTION, , ,St. Louis,MO,"   , St. Louis, MO",63101,899205,1020595
Assault,19-000213,2019-01,1/2/19 10:10,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,6031,ENRIGHT AVE,48, ,IN STREET,660,ROSEDALE,St. Louis,MO,"660 ROSEDALE, St. Louis, MO",63112,906077.5,1028981
Assault,19-000270,2019-01,1/2/19 14:23,Y, , ,1, ,41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1900,CHEROKEE ST,18, , , , ,St. Louis,MO,"   , St. Louis, MO",63101,877325.8,1026148
Assault,19-000270,2019-01,1/2/19 14:23,Y, , ,1, ,41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1900,CHEROKEE ST,18, , , , ,St. Louis,MO,"   , St. Louis, MO",63101,882308.8,1030604
Assault,19-000332,2019-01,1/2/19 23:00,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,8538,N BROADWAY,74, ,IN FRONT OF LOCATION,8538,BROADWAY,St. Louis,MO,"8538 BROADWAY, St. Louis, MO",63147,900459.2,1038662
Assault,19-000339,2019-01,1/3/19 2:04,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2048,E DE SOTO AVE,66,RESIDENCE, ,2048,DE SOTO,St. Louis,MO,"2048 DE SOTO, St. Louis, MO",63107,893063.9,1039007
Assault,19-000339,2019-01,1/3/19 2:04,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2048,E DE SOTO AVE,66,RESIDENCE, ,2048,DE SOTO,St. Louis,MO,"2048 DE SOTO, St. Louis, MO",63107,888838.8,991787.5
Assault,19-000356,2019-01,1/3/19 2:10,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2102,E PRAIRIE AVE,66, , ,2102,PRAIRIE,St. Louis,MO,"2102 PRAIRIE, St. Louis, MO",63101,896261.1,997737.1
Assault,19-000559,2019-01,1/4/19 11:16,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,BIRCHER BLVD / INTERSTATE 70 E,70, , , , ,St. Louis,MO,"   , St. Louis, MO",63101,901904.8,1003291
Assault,19-000559,2019-01,1/4/19 11:16,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,BIRCHER BLVD / INTERSTATE 70 E,70, , , , ,St. Louis,MO,"   , St. Louis, MO",63101,885747.1,1003901
Assault,19-000559,2019-01,1/4/19 11:16,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,BIRCHER BLVD / INTERSTATE 70 E,70, , , , ,St. Louis,MO,"   , St. Louis, MO",63101,888270.5,998142.6
Assault,19-000599,2019-01,1/4/19 15:30,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4200,W COTE BRILLIANTE AVE,57, ,DOWNSTAIRS,4200,COTE BRILLIANTE,St. Louis,MO,"4200 COTE BRILLIANTE, St. Louis, MO",63113,902912.3,1010464
Assault,19-000640,2019-01,1/4/19 19:00,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4229,W COTE BRILLIANTE AVE,57, , ,4200,COTE BRILLIANTE,St. Louis,MO,"4200 COTE BRILLIANTE, St. Louis, MO",63113,909581.6,1018292
Assault,19-000640,2019-01,1/4/19 19:00,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4229,W COTE BRILLIANTE AVE,57, , ,4200,COTE BRILLIANTE,St. Louis,MO,"4200 COTE BRILLIANTE, St. Louis, MO",63113,888177.8,992117.5
Assault,19-000640,2019-01,1/4/19 19:00,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4229,W COTE BRILLIANTE AVE,57, , ,4200,COTE BRILLIANTE,St. Louis,MO,"4200 COTE BRILLIANTE, St. Louis, MO",63113,905308.5,1018077
Assault,19-000652,2019-01,1/4/19 20:40,Y, , ,1, ,41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3816,OHIO AVE,16, ,RESIDENCE,3816,OHIO,St. Louis,MO,"3816 OHIO, St. Louis, MO",63101,885331.1,1038727
Assault,19-000752,2019-01,1/5/19 13:50,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,I 70 WESTBOUND / SHREVE AVE,69, , , , ,St. Louis,MO,"   , St. Louis, MO",63101,901826.8,1019515
Assault,19-000784,2019-01,1/5/19 16:45,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4538,WASHINGTON AVE,38, , ,4538,WASHINGTON,St. Louis,MO,"4538 WASHINGTON, St. Louis, MO",63108,880553.9,1009762
Assault,19-000818,2019-01,1/5/19 21:30,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,978,CANAAN AVE,74, , ,8948,NEWBY,St. Louis,MO,"8948 NEWBY, St. Louis, MO",63147,882842.6,1030535
Assault,19-000818,2019-01,1/5/19 21:30,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,978,CANAAN AVE,74, , ,8948,NEWBY,St. Louis,MO,"8948 NEWBY, St. Louis, MO",63147,901750.8,1011259
Assault,19-000852,2019-01,1/6/19 4:00,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1427,HAMILTON AVE,78, , , , ,St. Louis,MO,"   , St. Louis, MO",63101,900275.6,1034676
Assault,19-000957,2019-01,1/7/19 1:44,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,E GRAND AVE / I 70 EASTBOUND,66, ,ALIAS I 70 EB/SALISBURY, , ,St. Louis,MO,"   , St. Louis, MO",63101,910791.1,1068274
Assault,19-001116,2019-01,1/7/19 19:03,Y, , ,1, ,41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,BOWEN ST / LEONA ST,3, ,@WOERNER SCHOOL,6131,LEONA,St. Louis,MO,"6131 LEONA, St. Louis, MO",63116,909647.8,1018654
Assault,19-001275,2019-01,1/8/19 14:54,Y, , ,1, ,41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,I 44 WESTBOUND / S JEFFERSON A,32, ,PRIOR TO THE EXIT TO SOUTH JEFFERSON, , ,St. Louis,MO,"   , St. Louis, MO",63101,878608.3,997111.4
Assault,19-001319,2019-01,1/8/19 19:48,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1215,N KINGSHIGHWAY BLVD,51, ,AUTOZONE,1215,KINGSHIGHWAY,St. Louis,MO,"1215 KINGSHIGHWAY, St. Louis, MO",63101,895152.2,1037234
Assault,19-001319,2019-01,1/8/19 19:48,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1215,N KINGSHIGHWAY BLVD,51, ,AUTOZONE,1215,KINGSHIGHWAY,St. Louis,MO,"1215 KINGSHIGHWAY, St. Louis, MO",63101,909886.5,1018271
Assault,19-001319,2019-01,1/8/19 19:48,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1215,N KINGSHIGHWAY BLVD,51, ,AUTOZONE,1215,KINGSHIGHWAY,St. Louis,MO,"1215 KINGSHIGHWAY, St. Louis, MO",63101,889259.4,991516.9
Assault,19-001404,2019-01,1/9/19 11:01,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,I 70 WESTBOUND / SHREVE AVE,69, , , , ,St. Louis,MO,"   , St. Louis, MO",63101,875914.1,1019455
Assault,19-001404,2019-01,1/9/19 11:01,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,I 70 WESTBOUND / SHREVE AVE,69, , , , ,St. Louis,MO,"   , St. Louis, MO",63101,891282.8,990497.3
Assault,19-001496,2019-01,1/9/19 19:55,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3512,HARRIS AVE,56, , ,3512,HARRIS,St. Louis,MO,"3512 HARRIS, St. Louis, MO",63101,886329.4,1011211
Assault,19-001513,2019-01,1/9/19 21:25,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,NATURAL BRIDGE AVE / SHREVE AV,55, , , , ,St. Louis,MO,"   , St. Louis, MO",63101,890947.6,1044714
Assault,19-001512,2019-01,1/9/19 21:28,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1441,HODIAMONT AVE,78, , ,1441,HODIAMONT,St. Louis,MO,"1441 HODIAMONT, St. Louis, MO",63101,887682.8,1003941
Assault,19-001535,2019-01,1/10/19 1:40,Y, , ,1, ,41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4905,WINONA AVE,7, ,2ND FL,4201,KINGSHIGHWAY,St. Louis,MO,"4201 KINGSHIGHWAY, St. Louis, MO",63101,883396.9,1031550
Assault,19-001563,2019-01,1/10/19 8:50,Y, , ,1, ,41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4327,MINNESOTA AVE,17, ,FRONT YARD,4327,MINNESOTA,St. Louis,MO,"4327 MINNESOTA, St. Louis, MO",63101,909611.1,1019374
Assault,19-001579,2019-01,1/10/19 11:00,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5461,ARLINGTON AVE,71, , ,5465,ARLINGTON,St. Louis,MO,"5465 ARLINGTON, St. Louis, MO",63120,910117.3,1019851
Assault,19-001612,2019-01,1/10/19 13:10,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3038,FRANKLIN AVE,59, , , , ,St. Louis,MO,"   , St. Louis, MO",63101,888445.3,1004586
Assault,19-001612,2019-01,1/10/19 13:10,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3038,FRANKLIN AVE,59, , , , ,St. Louis,MO,"   , St. Louis, MO",63101,890541.4,991064.8
Assault,19-001612,2019-01,1/10/19 13:10,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3038,FRANKLIN AVE,59, , , , ,St. Louis,MO,"   , St. Louis, MO",63101,896970.9,999996.3
Assault,19-001612,2019-01,1/10/19 13:10,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3038,FRANKLIN AVE,59, , , , ,St. Louis,MO,"   , St. Louis, MO",63101,886059,1004133
Assault,19-001633,2019-01,1/10/19 15:15,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,8900,GOODFELLOW BLVD,73, , , , ,St. Louis,MO,"   , St. Louis, MO",63101,909914.9,1018981
Assault,19-001633,2019-01,1/10/19 15:15,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,8900,GOODFELLOW BLVD,73, , , , ,St. Louis,MO,"   , St. Louis, MO",63101,890423.8,1045553
Assault,19-001662,2019-01,1/10/19 18:19,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5668,HILLER PL,76, , ,5668,HILLER,St. Louis,MO,"5668 HILLER, St. Louis, MO",63136,894858.8,1034867
Assault,19-001662,2019-01,1/10/19 18:19,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5668,HILLER PL,76, , ,5668,HILLER,St. Louis,MO,"5668 HILLER, St. Louis, MO",63136,898056.9,1026678
Assault,19-001685,2019-01,1/11/19 0:01,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,BLAIR AVE / E OBEAR AVE,66, , , , ,St. Louis,MO,"   , St. Louis, MO",63101,889259.4,991516.9
Assault,19-001819,2019-01,1/11/19 23:41,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3925,GREER AVE,56, , ,3925,GREER,St. Louis,MO,"3925 GREER, St. Louis, MO",63101,891517.6,997405.6
Assault,19-001889,2019-02,1/12/19 18:15,Y, , ,1, ,41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4200,NEBRASKA AVE,17, , ,3933,BROADWAY,St. Louis,MO,"3933 BROADWAY, St. Louis, MO",63118,900410.6,1038048
Assault,19-001888,2019-01,1/12/19 21:50,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5259,HIGHLAND AVE,52, , ,5250,HIGHLAND,St. Louis,MO,"5250 HIGHLAND, St. Louis, MO",63113,896444.6,1026851
Assault,19-001891,2019-01,1/12/19 22:00,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,CARRIE AVE / N NEWSTEAD AVE,69, , ,4457,FLORISS,St. Louis,MO,"4457 FLORISS, St. Louis, MO",63115,902842.4,1040121
Assault,19-001901,2019-01,1/13/19 1:40,Y, , ,1, ,41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4543,S COMPTON AVE,16, , ,4543,COMPTON,St. Louis,MO,"4543 COMPTON, St. Louis, MO",63101,906316.5,1017162
Assault,19-001901,2019-01,1/13/19 1:40,Y, , ,1, ,41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4543,S COMPTON AVE,16, , ,4543,COMPTON,St. Louis,MO,"4543 COMPTON, St. Louis, MO",63101,893690.8,1006407
Assault,19-001906,2019-01,1/13/19 2:15,Y, , ,1, ,41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2918,CALIFORNIA AVE,30, , ,2918,CALIFORNIA,St. Louis,MO,"2918 CALIFORNIA, St. Louis, MO",63101,897542.2,1027306
Assault,19-001974,2019-01,1/13/19 17:40,Y, , ,1, ,41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1415,PEABODY CT,33,PEABODY COMPLEX, ,1415,PEABODY,St. Louis,MO,"1415 PEABODY, St. Louis, MO",63104,890135.5,1018491
Assault,19-002313,2019-01,1/15/19 19:08,Y, , ,1, ,41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3221,GRAVOIS AVE,25, , ,3231,GRAVOIS,St. Louis,MO,"3231 GRAVOIS, St. Louis, MO",63129,908557.8,1017112
Assault,19-002321,2019-01,1/15/19 20:35,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,N PRAIRIE AVE / ST LOUIS AVE,59, , , , ,St. Louis,MO,"   , St. Louis, MO",63101,0,0
Assault,19-002321,2019-01,1/15/19 20:35,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,N PRAIRIE AVE / ST LOUIS AVE,59, , , , ,St. Louis,MO,"   , St. Louis, MO",63101,891102.9,1039534
Assault,19-002328,2019-01,1/15/19 21:24,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,N EUCLID AVE / HIGHLAND AVE,55,STREET, ,4774,CUPPLES,St. Louis,MO,"4774 CUPPLES, St. Louis, MO",63113,885183.6,1004604
Assault,19-002332,2019-01,1/15/19 23:18,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3500,GOODFELLOW BLVD,50, , ,3400,GOODFELLOW,St. Louis,MO,"3400 GOODFELLOW, St. Louis, MO",63120,882181.7,1035149
Assault,19-002332,2019-01,1/15/19 23:18,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3500,GOODFELLOW BLVD,50, , ,3400,GOODFELLOW,St. Louis,MO,"3400 GOODFELLOW, St. Louis, MO",63120,904587.7,1017114
Assault,19-002459,2019-01,1/16/19 15:15,Y, , ,1, ,41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2200,JULES ST,23, , , , ,St. Louis,MO,"   , St. Louis, MO",63101,887198.4,1021913
Assault,19-002502,2019-01,1/17/19 2:10,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5720,NATURAL BRIDGE AVE,50,WESTERN INN HOTEL, ,5720,NATURAL BRIDGE,St. Louis,MO,"5720 NATURAL BRIDGE, St. Louis, MO",63120,909451.5,1018921
Assault,19-002608,2019-01,1/17/19 16:26,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,N BROADWAY / E PRAIRIE AVE,64, , , , ,St. Louis,MO,"   , St. Louis, MO",63101,899895.3,1012452
Assault,19-002647,2019-01,1/17/19 20:30,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,GOODFELLOW BLVD / STRATFORD AV,70, ,EXACT LOCATION NOT DETERMINED, , ,St. Louis,MO,"   , St. Louis, MO",63101,907375.6,1018946
Assault,19-002842,2019-01,1/18/19 20:00,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4478,NATURAL BRIDGE AVE,56, , ,4603,GREER,St. Louis,MO,"4603 GREER, St. Louis, MO",63101,891316,1035410
Assault,19-002821,2019-01,1/18/19 23:15,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2505,HODIAMONT AVE,50, , ,4949, ,St. Louis,MO,"4949  , St. Louis, MO",63101,907464.1,1018105
Assault,19-002839,2019-01,1/19/19 0:01,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,813,N KINGSHIGHWAY BLVD,51,CLUB ELITE, ,4949, ,St. Louis,MO,"4949  , St. Louis, MO",63101,875235.2,1013677
Assault,19-002861,2019-01,1/19/19 8:35,Y, , ,1, ,41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2830,MERAMEC ST,17, , ,4100,NEBRASKA,St. Louis,MO,"4100 NEBRASKA, St. Louis, MO",63101,904053.8,1013944
Assault,19-002958,2019-01,1/20/19 11:20,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,ASHBY AVE / N EUCLID AVE,71, , , , ,St. Louis,MO,"   , St. Louis, MO",63101,881596.2,1025069
Assault,19-003025,2019-01,1/20/19 22:49,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5556,NATURAL BRIDGE AVE,50, ,REAR,5556,NATURAL BRIDGE,St. Louis,MO,"5556 NATURAL BRIDGE, St. Louis, MO",63134,891197.8,1039591
Assault,19-003031,2019-01,1/20/19 23:40,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2921,N NEWSTEAD AVE,56, , ,2921,NEWSTEAD,St. Louis,MO,"2921 NEWSTEAD, St. Louis, MO",63101,897503.1,1024468
Assault,19-003169,2019-01,1/21/19 19:45,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,N GRAND BLVD / N MARKET ST,59, , , , ,St. Louis,MO,"   , St. Louis, MO",63101,891028.1,1030292
Assault,19-003168,2019-01,1/21/19 23:10,Y, , ,1, ,41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,TAFT AVE / VIRGINIA AVE,16, , , , ,St. Louis,MO,"   , St. Louis, MO",63101,893942.4,1020562
Assault,19-003173,2019-01,1/22/19 0:40,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,209,E GRAND AVE,64,BP GAS STATION, ,209,GRAND,St. Louis,MO,"209 GRAND, St. Louis, MO",63125,893574.1,1019196
Assault,19-003291,2019-01,1/22/19 14:00,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4851,LABADIE AVE,55, , , , ,St. Louis,MO,"   , St. Louis, MO",63101,905555.1,1019971
Assault,19-003272,2019-01,1/22/19 14:10,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,LABADIE AVE / N VANDEVENTER AV,59, , ,915,GRAND,St. Louis,MO,"915 GRAND, St. Louis, MO",63125,889643,1017196
Assault,19-003272,2019-01,1/22/19 14:10,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,LABADIE AVE / N VANDEVENTER AV,59, , ,915,GRAND,St. Louis,MO,"915 GRAND, St. Louis, MO",63125,888478.5,1009102
Assault,19-003295,2019-01,1/22/19 15:30,Y, , ,1, ,41011,2,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3839,SHAW AVE,27, , ,3800,SHAW,St. Louis,MO,"3800 SHAW, St. Louis, MO",63110,889993.3,1033010
Assault,19-003295,2019-01,1/22/19 15:30,Y, , ,1, ,41011,2,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3839,SHAW AVE,27, , ,3800,SHAW,St. Louis,MO,"3800 SHAW, St. Louis, MO",63110,880950.3,996883.2
